event_id,event_family,required_field,actual_status,consensus_status,event_class
US_CPI_2021-07-13,CPI,core_cpi_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-07-13,CPI,core_cpi_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-08-11,CPI,headline_cpi_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-08-11,CPI,headline_cpi_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-08-11,CPI,core_cpi_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-08-11,CPI,core_cpi_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-09-14,CPI,headline_cpi_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-09-14,CPI,headline_cpi_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-09-14,CPI,core_cpi_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-09-14,CPI,core_cpi_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-10-13,CPI,headline_cpi_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-10-13,CPI,headline_cpi_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-10-13,CPI,core_cpi_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-10-13,CPI,core_cpi_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-11-10,CPI,headline_cpi_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-11-10,CPI,headline_cpi_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-11-10,CPI,core_cpi_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-11-10,CPI,core_cpi_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-12-10,CPI,headline_cpi_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-12-10,CPI,headline_cpi_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-12-10,CPI,core_cpi_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_CPI_2021-12-10,CPI,core_cpi_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-01-08,EMPLOYMENT_SITUATION,nfp_change_k,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-01-08,EMPLOYMENT_SITUATION,unemployment_rate,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-01-08,EMPLOYMENT_SITUATION,ahe_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-01-08,EMPLOYMENT_SITUATION,ahe_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-01-08,EMPLOYMENT_SITUATION,prior_payroll_revisions,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-02-05,EMPLOYMENT_SITUATION,nfp_change_k,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-02-05,EMPLOYMENT_SITUATION,unemployment_rate,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-02-05,EMPLOYMENT_SITUATION,ahe_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-02-05,EMPLOYMENT_SITUATION,ahe_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-02-05,EMPLOYMENT_SITUATION,prior_payroll_revisions,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-03-05,EMPLOYMENT_SITUATION,nfp_change_k,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-03-05,EMPLOYMENT_SITUATION,unemployment_rate,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-03-05,EMPLOYMENT_SITUATION,ahe_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-03-05,EMPLOYMENT_SITUATION,ahe_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-03-05,EMPLOYMENT_SITUATION,prior_payroll_revisions,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-04-02,EMPLOYMENT_SITUATION,nfp_change_k,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-04-02,EMPLOYMENT_SITUATION,unemployment_rate,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-04-02,EMPLOYMENT_SITUATION,ahe_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-04-02,EMPLOYMENT_SITUATION,ahe_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-04-02,EMPLOYMENT_SITUATION,prior_payroll_revisions,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-05-07,EMPLOYMENT_SITUATION,nfp_change_k,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-05-07,EMPLOYMENT_SITUATION,unemployment_rate,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-05-07,EMPLOYMENT_SITUATION,ahe_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-05-07,EMPLOYMENT_SITUATION,ahe_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-05-07,EMPLOYMENT_SITUATION,prior_payroll_revisions,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-06-04,EMPLOYMENT_SITUATION,nfp_change_k,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-06-04,EMPLOYMENT_SITUATION,unemployment_rate,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-06-04,EMPLOYMENT_SITUATION,ahe_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-06-04,EMPLOYMENT_SITUATION,ahe_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-06-04,EMPLOYMENT_SITUATION,prior_payroll_revisions,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-07-02,EMPLOYMENT_SITUATION,nfp_change_k,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-07-02,EMPLOYMENT_SITUATION,unemployment_rate,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-07-02,EMPLOYMENT_SITUATION,ahe_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-07-02,EMPLOYMENT_SITUATION,ahe_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-07-02,EMPLOYMENT_SITUATION,prior_payroll_revisions,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-08-06,EMPLOYMENT_SITUATION,nfp_change_k,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-08-06,EMPLOYMENT_SITUATION,unemployment_rate,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-08-06,EMPLOYMENT_SITUATION,ahe_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-08-06,EMPLOYMENT_SITUATION,ahe_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-08-06,EMPLOYMENT_SITUATION,prior_payroll_revisions,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-09-03,EMPLOYMENT_SITUATION,nfp_change_k,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-09-03,EMPLOYMENT_SITUATION,unemployment_rate,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-09-03,EMPLOYMENT_SITUATION,ahe_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-09-03,EMPLOYMENT_SITUATION,ahe_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-09-03,EMPLOYMENT_SITUATION,prior_payroll_revisions,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-10-08,EMPLOYMENT_SITUATION,nfp_change_k,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-10-08,EMPLOYMENT_SITUATION,unemployment_rate,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-10-08,EMPLOYMENT_SITUATION,ahe_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-10-08,EMPLOYMENT_SITUATION,ahe_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-10-08,EMPLOYMENT_SITUATION,prior_payroll_revisions,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-11-05,EMPLOYMENT_SITUATION,nfp_change_k,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-11-05,EMPLOYMENT_SITUATION,unemployment_rate,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-11-05,EMPLOYMENT_SITUATION,ahe_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-11-05,EMPLOYMENT_SITUATION,ahe_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-11-05,EMPLOYMENT_SITUATION,prior_payroll_revisions,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-12-03,EMPLOYMENT_SITUATION,nfp_change_k,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-12-03,EMPLOYMENT_SITUATION,unemployment_rate,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-12-03,EMPLOYMENT_SITUATION,ahe_mom,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-12-03,EMPLOYMENT_SITUATION,ahe_yoy,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
US_NFP_2021-12-03,EMPLOYMENT_SITUATION,prior_payroll_revisions,AUTHORITATIVE_FIRST_RELEASE,CONSENSUS_PROVENANCE_INCOMPLETE,CONSENSUS_PROVENANCE_INCOMPLETE
